user_id,session_id,timestamp,device_type,browser,operating_system,ip_address,country,search_query,page_views,session_duration
d21e7150-a123-4b53-987e-83ca5e9654fa,fa43db8f-0e75-4ba9-9b68-6eabfc3f7baa,2023-03-16 10:25:18,tablet,Edge,Windows,222.205.203.15,Seychelles,Interesting security increase song popular fill imagine.,7,179
283f443c-8211-408f-9dd2-8909fa51d388,989beddf-33e3-4259-9104-412ea4c9cea0,2023-05-28 19:16:09,tablet,Edge,iOS,161.1.163.73,Cocos (Keeling) Islands,Opportunity visit name look.,3,180
283f443c-8211-408f-9dd2-8909fa51d388,8e76ed78-1d8d-4d06-838d-c87b04792799,2023-06-15 08:43:05,tablet,Edge,iOS,96.60.11.137,Tanzania,Scene learn when with little should.,8,103
283f443c-8211-408f-9dd2-8909fa51d388,384ac7b0-7f45-401a-a68e-060f726b7fb0,2023-02-05 17:32:27,mobile,Chrome,Windows,206.212.174.124,Lebanon,Within grow evening rich one wear.,5,20
283f443c-8211-408f-9dd2-8909fa51d388,3380c6a9-0da0-474e-8acc-ada801dd28c5,2023-08-13 11:50:55,desktop,Safari,Android,158.245.124.213,New Caledonia,Skill leave my itself.,10,285
283f443c-8211-408f-9dd2-8909fa51d388,3b720fee-e1d1-4f42-883d-9e00f5145342,2023-04-06 16:39:45,mobile,Chrome,macOS,62.25.249.153,Central African Republic,Do foreign space laugh end year agree.,4,281
283f443c-8211-408f-9dd2-8909fa51d388,f760f2c6-7d67-4179-98c1-32885334a1a9,2023-08-26 02:51:39,tablet,Safari,Android,45.249.104.129,Costa Rica,Risk affect program thus series quickly Congress.,7,70
7b07a666-dfad-4947-8176-cf5b7babe24c,07ef2a2f-83d9-49b1-a889-8a366b93d7af,2023-03-14 22:57:56,tablet,Safari,Android,130.228.247.236,Saudi Arabia,Ever become body first thank pressure option.,5,242
7b07a666-dfad-4947-8176-cf5b7babe24c,f29b9a39-016c-4bf9-8604-ff3db379e9fb,2023-08-10 16:17:50,tablet,Chrome,Android,25.173.215.132,Belgium,Less reduce seem professional tree color create.,7,180
7b07a666-dfad-4947-8176-cf5b7babe24c,6cba8ce4-be66-41e6-ae26-6284a0939197,2023-09-08 06:17:37,desktop,Safari,Linux,125.230.66.145,Mozambique,Card could teach our couple move seven media.,3,115
7b07a666-dfad-4947-8176-cf5b7babe24c,83d4c2b0-3dfc-4627-b047-aabc0b55d58f,2023-03-07 16:54:00,desktop,Firefox,iOS,8.160.122.155,Mauritius,People be answer particularly.,5,29
7b07a666-dfad-4947-8176-cf5b7babe24c,525f3e97-4b41-4ffa-8a88-2b20785cf5a1,2023-04-11 10:01:27,desktop,Firefox,iOS,185.57.188.99,Marshall Islands,Man officer suggest popular open.,3,255
7b07a666-dfad-4947-8176-cf5b7babe24c,062dace2-7681-420c-b556-ca981ff2b31e,2023-08-12 21:05:13,desktop,Safari,Linux,62.67.216.173,Comoros,Television attention until provide responsibility establish ready.,10,23
7b07a666-dfad-4947-8176-cf5b7babe24c,b9324ad2-306b-441d-af52-978a78e0f50f,2023-02-05 14:58:03,mobile,Safari,Linux,200.216.251.69,El Salvador,Also seat popular.,9,139
7b07a666-dfad-4947-8176-cf5b7babe24c,2f87a7a4-f506-4d8e-a015-5772a1b8feee,2023-02-28 22:17:14,desktop,Chrome,Android,119.250.171.239,Bhutan,Movement store write either sound sell.,5,49
7b07a666-dfad-4947-8176-cf5b7babe24c,ed2a90cc-f3af-4beb-b129-484d28658190,2023-03-12 03:20:41,desktop,Edge,Android,40.170.163.67,Malawi,Sit night loss affect main for experience.,7,245
7b07a666-dfad-4947-8176-cf5b7babe24c,5410aee5-3f38-4621-8014-beba940ed30c,2023-01-07 19:31:41,desktop,Edge,Linux,7.82.7.160,Netherlands Antilles,Blood possible especially summer.,10,246
7b07a666-dfad-4947-8176-cf5b7babe24c,204d491c-462f-449c-ac14-5681dd265091,2023-10-07 23:07:14,tablet,Chrome,iOS,68.65.174.96,Burundi,White hard technology above foot window.,3,225
7b07a666-dfad-4947-8176-cf5b7babe24c,861b5237-e650-448b-b735-9630b99e5567,2023-04-20 11:53:43,mobile,Firefox,Android,158.33.233.20,Palau,Pick job since skill moment church return ball.,7,51
7b07a666-dfad-4947-8176-cf5b7babe24c,ea0ce05e-edd4-44ee-9054-634196054774,2023-09-21 00:41:48,mobile,Edge,Windows,145.246.120.176,Micronesia,Often crime might various.,5,51
a08bb719-889d-430a-8d12-d1a23250c10a,99a34a6a-f5ba-4138-b65d-788483b947d2,2023-07-07 02:06:10,tablet,Firefox,Linux,11.80.139.31,Argentina,Identify significant hold call authority response.,3,203
a08bb719-889d-430a-8d12-d1a23250c10a,b205124a-5539-4278-a429-f57122f3f574,2023-09-12 15:42:09,tablet,Chrome,Windows,148.163.67.174,Guinea-Bissau,Paper his compare size move which.,10,22
a08bb719-889d-430a-8d12-d1a23250c10a,8118b5e3-b1f8-4506-9be3-b87da5dc4803,2023-07-09 12:54:41,mobile,Chrome,Windows,117.134.132.99,Uzbekistan,College type by start technology much night.,5,170
a08bb719-889d-430a-8d12-d1a23250c10a,2ee1eb58-9dbc-4e40-b411-ace1c5ba63ac,2023-08-12 20:57:37,tablet,Chrome,Windows,161.54.206.191,Ireland,Suggest recognize production nothing spend prepare.,6,192
a08bb719-889d-430a-8d12-d1a23250c10a,d7323e17-4e2c-4d6d-ba54-24522b9083dc,2023-01-31 10:36:54,mobile,Chrome,macOS,125.94.128.233,Seychelles,Visit step back get support remain.,8,121
a08bb719-889d-430a-8d12-d1a23250c10a,4adbf327-6eaa-4581-aae3-cddb95d8828e,2023-08-02 18:16:58,tablet,Firefox,Android,124.190.181.146,Jamaica,Of trouble onto front far seek vote.,5,106
a08bb719-889d-430a-8d12-d1a23250c10a,9e4d7b6e-8a7e-40e1-9d60-0e4423ac78eb,2023-07-02 14:29:16,mobile,Firefox,Linux,65.217.57.171,Papua New Guinea,Gun most five might.,5,294
a08bb719-889d-430a-8d12-d1a23250c10a,cf0014ab-c5d0-45cf-843b-dce8ff3a7a3b,2023-07-24 16:42:56,mobile,Edge,iOS,164.252.1.54,Micronesia,Feeling owner animal leave live white surface.,9,89
a08bb719-889d-430a-8d12-d1a23250c10a,c274116e-bfe7-4efd-90f6-b9001602c44a,2023-06-15 20:12:52,mobile,Firefox,Android,34.157.137.184,Tuvalu,Tend far main foreign.,9,237
f2456785-da35-467f-9fde-ac2886a33d81,d54bdaa6-39f4-4110-8c7d-c2d1bfaf4d90,2023-05-30 12:30:38,desktop,Edge,iOS,125.244.89.43,Singapore,Local pull end response than front.,3,251
f2456785-da35-467f-9fde-ac2886a33d81,be99b035-ba72-4ccf-9860-2dc3f4d529f7,2023-03-20 15:03:20,mobile,Chrome,Windows,217.29.79.178,Korea,Society pretty hot address.,5,285
f2456785-da35-467f-9fde-ac2886a33d81,83915b4c-6e60-4044-9024-53615634c450,2023-07-20 02:25:55,desktop,Edge,Linux,73.34.141.45,Chad,Move school cultural firm look.,10,243
f2456785-da35-467f-9fde-ac2886a33d81,2de0ae0a-0965-4de3-86d9-723d5bc4924d,2023-09-12 20:58:52,desktop,Chrome,macOS,5.33.35.190,Singapore,They stuff manage everybody night.,7,293
f2456785-da35-467f-9fde-ac2886a33d81,da923d33-da4f-4fd1-abf3-9034275cb020,2023-04-04 01:46:09,mobile,Chrome,Android,125.40.15.150,Syrian Arab Republic,I guess space attack doctor.,7,57
f2456785-da35-467f-9fde-ac2886a33d81,4bb0220a-790d-4ead-944c-39c05a7faf12,2023-04-21 04:21:52,desktop,Edge,Linux,78.92.129.68,Belgium,Hair former as figure partner.,3,177
f2456785-da35-467f-9fde-ac2886a33d81,73794111-22db-4bb5-b40c-96133e83fc41,2023-05-03 10:24:32,mobile,Firefox,iOS,162.204.12.8,United States of America,Behavior five person season surface strategy director.,5,286
f2456785-da35-467f-9fde-ac2886a33d81,e660f7ef-af85-4321-ad86-8579a8cccb70,2023-02-21 13:23:30,desktop,Safari,iOS,218.6.153.238,Palestinian Territory,Senior military focus trip.,5,251
f2456785-da35-467f-9fde-ac2886a33d81,bce6d354-c313-4372-b9c4-b374a6c91492,2023-05-05 13:22:46,mobile,Safari,macOS,220.178.102.168,France,Community bank let.,6,144
f2456785-da35-467f-9fde-ac2886a33d81,01a23cd4-7207-45ff-b9e6-7c0f52595e41,2023-07-12 16:09:07,tablet,Firefox,Android,68.172.232.136,Italy,Than music down father affect.,10,84
f2456785-da35-467f-9fde-ac2886a33d81,9f26792f-2f08-4e63-83d1-16c7bcc639ef,2023-01-27 07:22:31,mobile,Chrome,Windows,112.114.71.58,Fiji,Who tonight home accept care.,5,205
f2456785-da35-467f-9fde-ac2886a33d81,91db8565-fac3-46b4-b0f1-51087c3e2578,2023-05-14 05:24:52,tablet,Edge,iOS,133.66.4.73,Faroe Islands,Another training design short list situation.,6,120
f2456785-da35-467f-9fde-ac2886a33d81,1e42e4ab-e7a3-4919-8d70-def283b4ef87,2023-04-15 20:19:55,desktop,Firefox,iOS,157.47.141.44,Georgia,Service gas common issue stuff case others PM.,6,126
f2456785-da35-467f-9fde-ac2886a33d81,85d6c47c-78d4-47f8-b78a-fe2e7a5fa426,2023-01-26 16:29:53,tablet,Safari,Linux,145.154.54.236,Guatemala,Both exactly ability case PM guy.,6,46
81174ec8-eccb-4467-96ca-828c88a3e383,200ca428-36c2-4d26-88bd-605fd9318efa,2023-05-13 05:44:43,desktop,Chrome,Linux,56.77.214.253,British Virgin Islands,Radio else behavior grow study.,10,47
81174ec8-eccb-4467-96ca-828c88a3e383,53d19b09-b59a-46b2-b2c4-87fd23e8a43e,2023-10-12 23:18:01,tablet,Edge,Linux,176.135.42.226,Suriname,Firm computer property day station be environment.,9,250
81174ec8-eccb-4467-96ca-828c88a3e383,7463a248-c8f5-4a8b-9d4f-352d5c5acde1,2023-03-01 03:44:19,tablet,Chrome,Android,221.160.72.221,Rwanda,Perhaps any road institution great.,5,231
81174ec8-eccb-4467-96ca-828c88a3e383,41ea4f1b-fcaf-45a7-9b1e-3547bdbfb3f4,2023-01-20 03:06:35,mobile,Edge,Windows,215.55.22.116,Venezuela,Out while toward begin product.,10,233
81174ec8-eccb-4467-96ca-828c88a3e383,d537c0ab-29dc-49f8-bee4-210f2c8169c5,2023-07-01 03:19:27,desktop,Firefox,macOS,217.75.31.94,Malta,Mrs nice style someone.,4,152
81174ec8-eccb-4467-96ca-828c88a3e383,4ac888a1-686d-4e6a-86b6-260069b2510b,2023-03-02 06:49:42,desktop,Safari,Windows,137.54.238.92,Cook Islands,Present themselves cause vote determine decide modern.,9,267
81174ec8-eccb-4467-96ca-828c88a3e383,8a349e7f-120a-45c6-9491-8c6c81e0f938,2023-05-22 06:57:43,tablet,Firefox,iOS,187.8.226.107,Anguilla,With skin ground beat again need go.,6,198
81174ec8-eccb-4467-96ca-828c88a3e383,d6bd525e-3a09-449d-8ba3-a56792aada90,2023-09-23 20:33:15,desktop,Edge,macOS,84.129.254.154,Fiji,Despite citizen bill foreign.,5,72
81174ec8-eccb-4467-96ca-828c88a3e383,8d8bb0cd-4d4b-4507-9271-2ae04f3ece41,2023-07-29 07:34:03,tablet,Chrome,iOS,196.181.8.192,Seychelles,Our mission career prepare yeah shoulder successful.,9,145
81174ec8-eccb-4467-96ca-828c88a3e383,fbb7fa84-f5ef-4886-9d13-d99786a635ff,2023-08-23 11:18:31,mobile,Chrome,Windows,125.153.135.162,Uruguay,Majority north red research place state himself.,4,24
81174ec8-eccb-4467-96ca-828c88a3e383,94f9964c-dbed-4ec6-a0ab-c0b42ce1c8d3,2023-10-24 12:32:54,mobile,Safari,Android,177.235.161.232,Belarus,Go safe she into glass.,8,252
fe7ed7b8-9d1d-49df-bc2d-61e7aaf0af7b,a7785c4d-192f-46a6-a007-3fdac94dc084,2023-04-29 06:28:40,mobile,Safari,macOS,30.84.87.218,San Marino,Student partner feeling.,5,157
fe7ed7b8-9d1d-49df-bc2d-61e7aaf0af7b,69c27bc7-709e-4943-89a2-8d404020231e,2023-09-13 10:36:31,desktop,Chrome,Linux,27.28.18.137,Egypt,Glass seek talk partner ability.,7,45
fe7ed7b8-9d1d-49df-bc2d-61e7aaf0af7b,2251fc03-a969-45b7-bfb2-cc1e2a8138d0,2023-05-07 03:24:47,tablet,Firefox,Linux,219.168.92.131,Zambia,Summer high good first.,10,86
fe7ed7b8-9d1d-49df-bc2d-61e7aaf0af7b,7b487efb-ff29-45f0-8cb6-799461ad21c5,2023-08-16 23:45:02,tablet,Safari,Android,219.75.211.26,San Marino,Hair win attention peace customer pass.,3,169
fe7ed7b8-9d1d-49df-bc2d-61e7aaf0af7b,b57bdd10-6cc1-4a3d-becc-ad1273d23f5d,2023-03-15 22:39:56,mobile,Safari,Linux,223.146.11.238,Central African Republic,Idea lawyer admit miss.,5,193
fe7ed7b8-9d1d-49df-bc2d-61e7aaf0af7b,b66241c4-14bc-40b6-a174-66efea0bcc5d,2023-01-28 14:50:25,desktop,Firefox,macOS,16.11.176.103,Brunei Darussalam,Street this admit leader.,7,128
fe7ed7b8-9d1d-49df-bc2d-61e7aaf0af7b,989dec0a-ecd0-406b-bc5e-09ffd914d01e,2023-04-24 08:25:54,mobile,Edge,Android,77.221.120.100,Senegal,Win treatment trouble pretty field but nor.,7,112
fe7ed7b8-9d1d-49df-bc2d-61e7aaf0af7b,5d65195b-2c1f-4a50-8da2-ab2176a84eac,2023-01-15 16:23:23,desktop,Firefox,Android,71.65.125.15,Indonesia,Note small among hundred many threat lawyer painting.,4,41
fe7ed7b8-9d1d-49df-bc2d-61e7aaf0af7b,b36f1f1a-c556-4861-9ef0-3fff9e8ecb9e,2023-07-13 08:53:18,tablet,Firefox,Android,144.106.187.190,Falkland Islands (Malvinas),Whole no between song begin.,4,144
fe7ed7b8-9d1d-49df-bc2d-61e7aaf0af7b,4bebbe83-cd98-43a4-83b6-b4c5033177de,2023-07-07 20:06:21,mobile,Chrome,Windows,185.22.28.81,Saint Vincent and the Grenadines,Argue information reach.,8,223
e5e9dd1c-b0a4-49cd-9607-55d0cbb72515,065efdcd-824a-4406-9d15-bf4d725de4d2,2023-01-29 05:02:20,mobile,Firefox,Windows,156.26.160.84,Austria,Too live hot call.,4,50
e5e9dd1c-b0a4-49cd-9607-55d0cbb72515,101c5ac1-ea42-4ab8-9433-a6430cdced26,2023-06-01 19:37:16,mobile,Safari,iOS,129.107.228.11,Eritrea,Care them hear including forget market.,10,25
e5e9dd1c-b0a4-49cd-9607-55d0cbb72515,57e68e0a-02ac-4432-a4bf-28809f58d5b0,2023-02-17 17:48:16,tablet,Safari,Linux,162.206.174.11,Mongolia,Fund arrive college range entire down.,10,95
e5e9dd1c-b0a4-49cd-9607-55d0cbb72515,ede25333-8c22-4e4d-bedd-391677dc7a6a,2023-06-27 06:42:43,tablet,Safari,Linux,98.124.93.19,Jamaica,Baby minute evidence sell goal.,8,86
e5e9dd1c-b0a4-49cd-9607-55d0cbb72515,6aedabd9-a431-4247-9556-f6737c819055,2023-05-22 20:58:50,tablet,Edge,Windows,202.37.101.116,Dominican Republic,Education father first religious ever factor attack look.,8,257
e5e9dd1c-b0a4-49cd-9607-55d0cbb72515,0d06f469-8712-4fba-a457-3ec9cb009007,2023-10-21 10:16:36,mobile,Chrome,iOS,73.28.85.49,Maldives,Road protect kind name official let range.,8,111
e5e9dd1c-b0a4-49cd-9607-55d0cbb72515,7c3aef13-b295-454d-b396-7853e737d3cb,2023-09-15 15:11:28,desktop,Firefox,Linux,211.4.12.218,New Zealand,Himself way away front.,4,295
e5e9dd1c-b0a4-49cd-9607-55d0cbb72515,cb5d6a3c-a21e-45b6-a4f2-fab289b9b137,2023-03-30 17:31:15,tablet,Edge,Linux,175.9.210.213,United States Virgin Islands,Know seat lawyer whatever bad political size individual.,5,155
e5e9dd1c-b0a4-49cd-9607-55d0cbb72515,8003af9f-b671-4393-ba8d-464fdd7a98a3,2023-05-08 11:46:54,tablet,Safari,macOS,46.135.172.96,Paraguay,Fast fact light stage now raise that.,5,74
e5e9dd1c-b0a4-49cd-9607-55d0cbb72515,a6110e58-af56-4325-b444-4ed5a381398a,2023-09-10 02:12:03,mobile,Edge,iOS,61.230.237.225,Netherlands Antilles,Too gas put recently reveal.,3,42
e5e9dd1c-b0a4-49cd-9607-55d0cbb72515,76adb1b8-962f-4e35-8ef9-831cfe5c58ac,2023-03-08 10:24:09,mobile,Safari,macOS,68.63.124.169,Monaco,Cold theory ever all already.,3,281
7846ad5a-ef75-4945-9be3-5afe30a88395,b8c1dd30-4787-4ae7-858d-e0aa6fae4b87,2023-03-13 02:42:43,tablet,Firefox,Android,204.242.83.20,Italy,Point special nation realize behind.,8,253
7846ad5a-ef75-4945-9be3-5afe30a88395,ed5ede7d-82d6-4e2a-ab09-ffec8d6bc442,2023-05-31 22:43:37,tablet,Edge,iOS,112.119.54.112,Ecuador,Represent head Mr her.,5,246
7846ad5a-ef75-4945-9be3-5afe30a88395,6a615b80-7ed5-4f87-9b7d-4d1eea4f7a79,2023-02-09 15:23:03,desktop,Edge,macOS,53.171.117.28,Croatia,Pattern see movie enjoy owner weight wrong help.,7,254
7846ad5a-ef75-4945-9be3-5afe30a88395,c84be32a-a3f3-4cdf-8555-f1ad0894b974,2023-02-01 11:33:22,tablet,Edge,iOS,36.122.77.192,United Kingdom,Develop cut industry.,10,46
7846ad5a-ef75-4945-9be3-5afe30a88395,04819a1b-76db-4d91-9a08-2e9bb813aa8e,2023-07-02 04:54:19,desktop,Firefox,macOS,153.253.180.188,Luxembourg,Hear indeed bit hear.,4,56
4158f837-9d88-4248-93a1-2eec4c0d4b35,20d3bbc1-55e6-4440-bee5-498fa304c5ab,2023-01-14 09:34:25,tablet,Safari,Android,86.245.91.101,Japan,Perform today citizen answer.,6,230
4158f837-9d88-4248-93a1-2eec4c0d4b35,cf9180cd-7740-4bbf-889b-8ad01ea2c276,2023-03-20 05:34:39,mobile,Chrome,macOS,152.52.77.55,Djibouti,Yes return need listen evidence benefit.,5,226
4158f837-9d88-4248-93a1-2eec4c0d4b35,9c30fb71-2994-4170-be84-465fac6b2627,2023-10-26 12:13:14,desktop,Chrome,Linux,216.152.74.229,Western Sahara,He clear project outside full.,10,188
4158f837-9d88-4248-93a1-2eec4c0d4b35,2ee4cb21-b81c-4ac2-ac99-2cf4ff423cbf,2023-07-07 17:11:21,mobile,Edge,Windows,76.20.202.217,Djibouti,Cut human subject just.,4,108
4158f837-9d88-4248-93a1-2eec4c0d4b35,db62ec81-ee44-48d8-b69d-662a903e05c2,2023-06-18 14:09:46,tablet,Chrome,macOS,30.41.125.14,Bermuda,We source society resource court.,10,182
4158f837-9d88-4248-93a1-2eec4c0d4b35,3c4a4179-bc8d-4eea-9f65-70f67267879f,2023-07-13 11:28:49,tablet,Firefox,Linux,53.247.32.27,Christmas Island,Eye there card entire high local including.,10,195
705c813b-ef36-4b80-adc1-62a61ac0225f,85516994-985b-47f8-a854-051133fb1b26,2023-08-28 21:42:39,tablet,Safari,Windows,194.54.243.40,Sri Lanka,National sign stay effect.,7,133
705c813b-ef36-4b80-adc1-62a61ac0225f,7b587df4-cdcc-4b98-b0d1-fc381ea0fde1,2023-08-16 05:33:59,tablet,Firefox,Android,152.190.77.95,Brunei Darussalam,Mr network though make week play.,7,223
705c813b-ef36-4b80-adc1-62a61ac0225f,1f4b53f1-5a2e-4a04-9040-a8ed4715bc38,2023-04-24 14:59:44,desktop,Safari,Linux,90.32.231.59,Romania,Act word however full while manager.,7,23
705c813b-ef36-4b80-adc1-62a61ac0225f,a3047e39-fa9b-402c-a980-8a01c4b31407,2023-01-26 09:45:55,mobile,Chrome,Linux,40.163.161.230,Nepal,Oil care would third central mention how.,6,212
705c813b-ef36-4b80-adc1-62a61ac0225f,fbdd5ebc-c5df-49cb-96df-44e43df9196e,2023-09-02 08:31:53,desktop,Edge,Android,65.34.92.13,Mali,Early pick significant reveal life join.,8,104
705c813b-ef36-4b80-adc1-62a61ac0225f,da0835b8-76d2-42f4-b083-c5585937bb2c,2023-08-30 09:52:12,tablet,Safari,Windows,175.57.91.113,Peru,Sense responsibility two.,6,177
705c813b-ef36-4b80-adc1-62a61ac0225f,f136f9e6-9a16-4ae6-a283-cd6fd4d6255b,2023-02-23 23:47:08,mobile,Chrome,Linux,27.16.224.138,Moldova,Throw determine culture goal drive five between.,4,41
705c813b-ef36-4b80-adc1-62a61ac0225f,53880738-5da6-44cc-8ef5-615ff06f728b,2023-07-01 01:17:04,mobile,Safari,Windows,214.2.172.30,Barbados,Hotel push figure success.,10,57
705c813b-ef36-4b80-adc1-62a61ac0225f,cf44b9b9-8d0d-459d-b7ae-d645450ec27f,2023-07-29 17:30:12,mobile,Safari,iOS,71.151.114.22,Peru,Three light also avoid now girl thousand.,8,115
705c813b-ef36-4b80-adc1-62a61ac0225f,603f9461-8562-492b-adf8-53c1c83177ea,2023-05-14 22:36:18,mobile,Firefox,Windows,195.221.148.8,Anguilla,Data raise ago management cause.,4,200
705c813b-ef36-4b80-adc1-62a61ac0225f,f5a0841a-a535-4f8b-8142-f2b0d5c870b3,2023-04-02 22:37:54,desktop,Chrome,Windows,221.98.162.154,Netherlands,Fish speak only money.,6,27
705c813b-ef36-4b80-adc1-62a61ac0225f,96e0f70b-df61-465e-a386-315ba2dfe914,2023-07-14 11:19:00,tablet,Edge,Linux,122.212.67.187,Mozambique,Head value responsibility radio approach throw well position.,3,74
705c813b-ef36-4b80-adc1-62a61ac0225f,384d08d7-938c-4e35-8c9a-8a2578687ea0,2023-04-29 20:55:11,mobile,Firefox,iOS,209.92.122.16,Estonia,Watch than they there.,6,66
705c813b-ef36-4b80-adc1-62a61ac0225f,a4c7bb6c-4ed4-43ff-949c-15d6e1cbee04,2023-01-10 06:17:20,tablet,Firefox,macOS,6.7.132.168,Nepal,Easy with develop then sit early.,3,293
705c813b-ef36-4b80-adc1-62a61ac0225f,89dc92c7-5e5d-49d0-b381-5d5c7e7223ce,2023-09-20 18:17:50,tablet,Chrome,iOS,111.120.118.247,Uruguay,Morning high provide.,5,182
